<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.06.27	19:00:00	1.06004	1.06046	1.05982	1.06008	952	0	0
2022.06.27	19:15:00	1.06008	1.06022	1.05971	1.05987	760	0	0
2022.06.27	19:30:00	1.05987	1.06002	1.05936	1.05961	611	0	0
2022.06.27	19:45:00	1.05962	1.05995	1.05943	1.05976	631	0	0
2022.06.27	20:00:00	1.05974	1.05991	1.05832	1.05866	1145	0	0
2022.06.27	20:15:00	1.05866	1.05892	1.05826	1.05884	733	0	0
2022.06.27	20:30:00	1.05884	1.05890	1.05852	1.05874	783	0	0
2022.06.27	20:45:00	1.05874	1.05920	1.05844	1.05905	714	0	0
2022.06.27	21:00:00	1.05907	1.05942	1.05869	1.05885	780	0	0
2022.06.27	21:15:00	1.05888	1.05926	1.05883	1.05914	635	0	0
2022.06.27	21:30:00	1.05914	1.05926	1.05852	1.05853	639	0	0
2022.06.27	21:45:00	1.05852	1.05864	1.05796	1.05844	615	0	0
2022.06.27	22:00:00	1.05846	1.05890	1.05784	1.05885	710	0	0
2022.06.27	22:15:00	1.05885	1.05886	1.05858	1.05872	530	0	0
2022.06.27	22:30:00	1.05872	1.05876	1.05824	1.05858	586	0	0
2022.06.27	22:45:00	1.05857	1.05872	1.05786	1.05804	842	0	0
2022.06.27	23:00:00	1.05804	1.05836	1.05780	1.05817	486	0	0
2022.06.27	23:15:00	1.05816	1.05834	1.05795	1.05809	244	0	0
2022.06.27	23:30:00	1.05808	1.05814	1.05784	1.05786	188	0	0
2022.06.27	23:45:00	1.05786	1.05834	1.05785	1.05819	255	0	0
2022.06.28	00:00:00	1.05846	1.05860	1.05792	1.05840	84	0	12
2022.06.28	00:15:00	1.05840	1.05850	1.05827	1.05830	43	0	12
2022.06.28	00:30:00	1.05830	1.05844	1.05821	1.05840	39	0	11
2022.06.28	00:45:00	1.05838	1.05854	1.05828	1.05838	77	0	12
2022.06.28	01:00:00	1.05850	1.05851	1.05834	1.05839	168	0	0
2022.06.28	01:15:00	1.05840	1.05847	1.05819	1.05826	225	0	0
2022.06.28	01:30:00	1.05825	1.05825	1.05765	1.05774	365	0	0
2022.06.28	01:45:00	1.05775	1.05803	1.05773	1.05800	242	0	0
2022.06.28	02:00:00	1.05799	1.05822	1.05775	1.05792	333	0	0
2022.06.28	02:15:00	1.05794	1.05797	1.05767	1.05776	203	0	0
2022.06.28	02:30:00	1.05776	1.05806	1.05766	1.05790	181	0	0
2022.06.28	02:45:00	1.05788	1.05811	1.05788	1.05795	231	0	0
2022.06.28	03:00:00	1.05796	1.05853	1.05790	1.05813	972	0	0
2022.06.28	03:15:00	1.05813	1.05855	1.05809	1.05828	582	0	0
2022.06.28	03:30:00	1.05828	1.05853	1.05774	1.05781	620	0	0
2022.06.28	03:45:00	1.05778	1.05788	1.05705	1.05760	889	0	0
2022.06.28	04:00:00	1.05761	1.05828	1.05760	1.05828	715	0	0
2022.06.28	04:15:00	1.05828	1.05866	1.05786	1.05812	720	0	0
2022.06.28	04:30:00	1.05812	1.05833	1.05789	1.05793	915	0	0
2022.06.28	04:45:00	1.05792	1.05809	1.05731	1.05748	1161	0	0
2022.06.28	05:00:00	1.05753	1.05796	1.05751	1.05766	843	0	0
2022.06.28	05:15:00	1.05765	1.05770	1.05716	1.05737	813	0	0
2022.06.28	05:30:00	1.05737	1.05787	1.05727	1.05782	671	0	0
2022.06.28	05:45:00	1.05782	1.05814	1.05752	1.05769	738	0	0
2022.06.28	06:00:00	1.05767	1.05810	1.05759	1.05784	630	0	0
2022.06.28	06:15:00	1.05782	1.05800	1.05761	1.05784	712	0	0
2022.06.28	06:30:00	1.05784	1.05820	1.05778	1.05806	508	0	0
2022.06.28	06:45:00	1.05806	1.05848	1.05796	1.05812	690	0	0
2022.06.28	07:00:00	1.05809	1.05821	1.05786	1.05814	446	0	0
2022.06.28	07:15:00	1.05815	1.05816	1.05781	1.05800	552	0	0
2022.06.28	07:30:00	1.05800	1.05804	1.05773	1.05773	582	0	0
2022.06.28	07:45:00	1.05774	1.05776	1.05740	1.05755	437	0	0
2022.06.28	08:00:00	1.05757	1.05772	1.05743	1.05768	508	0	0
2022.06.28	08:15:00	1.05768	1.05778	1.05752	1.05755	430	0	0
2022.06.28	08:30:00	1.05755	1.05773	1.05722	1.05757	602	0	0
2022.06.28	08:45:00	1.05758	1.05778	1.05705	1.05711	617	0	0
2022.06.28	09:00:00	1.05712	1.05854	1.05705	1.05807	1538	0	0
2022.06.28	09:15:00	1.05807	1.05958	1.05783	1.05948	1294	0	0
2022.06.28	09:30:00	1.05948	1.06062	1.05915	1.06010	1405	0	0
2022.06.28	09:45:00	1.06010	1.06020	1.05826	1.05827	1469	0	0
2022.06.28	10:00:00	1.05828	1.05953	1.05820	1.05899	1562	0	0
2022.06.28	10:15:00	1.05899	1.05941	1.05824	1.05888	1740	0	0
2022.06.28	10:30:00	1.05887	1.05941	1.05860	1.05883	1421	0	0
2022.06.28	10:45:00	1.05883	1.05929	1.05825	1.05843	1335	0	0
2022.06.28	11:00:00	1.05842	1.05856	1.05743	1.05786	1793	0	0
2022.06.28	11:15:00	1.05785	1.05897	1.05766	1.05876	1383	0	0
2022.06.28	11:30:00	1.05877	1.05974	1.05868	1.05912	1357	0	0
2022.06.28	11:45:00	1.05910	1.05946	1.05855	1.05921	1146	0	0
2022.06.28	12:00:00	1.05920	1.05971	1.05899	1.05916	1239	0	0
2022.06.28	12:15:00	1.05915	1.05917	1.05825	1.05844	948	0	0
2022.06.28	12:30:00	1.05844	1.05877	1.05826	1.05837	986	0	0
2022.06.28	12:45:00	1.05837	1.05886	1.05813	1.05859	1113	0	0
2022.06.28	13:00:00	1.05858	1.05891	1.05841	1.05887	942	0	0
2022.06.28	13:15:00	1.05887	1.05906	1.05873	1.05896	896	0	0
2022.06.28	13:30:00	1.05897	1.05905	1.05824	1.05834	950	0	0
2022.06.28	13:45:00	1.05834	1.05852	1.05776	1.05782	1056	0	0
2022.06.28	14:00:00	1.05782	1.05816	1.05761	1.05814	980	0	0
2022.06.28	14:15:00	1.05813	1.05883	1.05811	1.05836	857	0	0
2022.06.28	14:30:00	1.05837	1.05839	1.05732	1.05772	874	0	0
2022.06.28	14:45:00	1.05770	1.05786	1.05638	1.05695	1268	0	0
2022.06.28	15:00:00	1.05694	1.05709	1.05571	1.05604	1261	0	0
2022.06.28	15:15:00	1.05605	1.05605	1.05482	1.05567	1341	0	0
2022.06.28	15:30:00	1.05569	1.05579	1.05426	1.05431	1517	0	0
2022.06.28	15:45:00	1.05430	1.05440	1.05331	1.05378	1412	0	0
2022.06.28	16:00:00	1.05378	1.05420	1.05232	1.05283	1499	0	0
2022.06.28	16:15:00	1.05283	1.05364	1.05272	1.05296	1205	0	0
2022.06.28	16:30:00	1.05299	1.05341	1.05260	1.05336	1485	0	0
2022.06.28	16:45:00	1.05336	1.05388	1.05262	1.05329	1397	0	0
2022.06.28	17:00:00	1.05327	1.05338	1.05187	1.05252	1730	0	0
2022.06.28	17:15:00	1.05253	1.05274	1.05129	1.05170	1369	0	0
2022.06.28	17:30:00	1.05168	1.05181	1.05061	1.05142	1486	0	0
2022.06.28	17:45:00	1.05142	1.05207	1.05036	1.05173	1962	0	0
2022.06.28	18:00:00	1.05174	1.05253	1.05135	1.05249	1499	0	0
2022.06.28	18:15:00	1.05249	1.05315	1.05220	1.05252	1309	0	0
2022.06.28	18:30:00	1.05252	1.05348	1.05245	1.05274	1293	0	0
2022.06.28	18:45:00	1.05274	1.05391	1.05268	1.05342	1181	0	0
2022.06.28	19:00:00	1.05343	1.05413	1.05300	1.05339	1280	0	0
2022.06.28	19:15:00	1.05340	1.05404	1.05280	1.05391	1178	0	0
2022.06.28	19:30:00	1.05391	1.05404	1.05301	1.05306	838	0	0
2022.06.28	19:45:00	1.05307	1.05325	1.05216	1.05232	900	0	0
2022.06.28	20:00:00	1.05232	1.05252	1.05182	1.05204	1214	0	0
2022.06.28	20:15:00	1.05203	1.05227	1.05168	1.05208	892	0	0
2022.06.28	20:30:00	1.05208	1.05264	1.05182	1.05250	761	0	0
2022.06.28	20:45:00	1.05250	1.05329	1.05235	1.05325	895	0	0
2022.06.28	21:00:00	1.05319	1.05346	1.05278	1.05282	893	0	0
2022.06.28	21:15:00	1.05281	1.05333	1.05265	1.05320	674	0	0
2022.06.28	21:30:00	1.05320	1.05320	1.05244	1.05265	701	0	0
2022.06.28	21:45:00	1.05264	1.05264	1.05202	1.05222	673	0	0
2022.06.28	22:00:00	1.05224	1.05251	1.05198	1.05228	835	0	0
2022.06.28	22:15:00	1.05227	1.05281	1.05208	1.05257	619	0	0
2022.06.28	22:30:00	1.05258	1.05275	1.05209	1.05254	611	0	0
2022.06.28	22:45:00	1.05253	1.05271	1.05200	1.05259	559	0	0
2022.06.28	23:00:00	1.05258	1.05280	1.05228	1.05241	352	0	0
2022.06.28	23:15:00	1.05242	1.05252	1.05190	1.05216	329	0	0
2022.06.28	23:30:00	1.05216	1.05233	1.05214	1.05214	168	0	0
2022.06.28	23:45:00	1.05214	1.05229	1.05200	1.05207	244	0	0
2022.06.29	00:00:00	1.05188	1.05205	1.05174	1.05202	32	0	5
2022.06.29	00:15:00	1.05202	1.05218	1.05202	1.05212	32	0	5
2022.06.29	00:30:00	1.05212	1.05222	1.05209	1.05214	40	0	5
2022.06.29	00:45:00	1.05215	1.05220	1.05209	1.05218	49	0	5
2022.06.29	01:00:00	1.05222	1.05233	1.05215	1.05221	159	0	0
2022.06.29	01:15:00	1.05223	1.05226	1.05179	1.05191	449	0	0
2022.06.29	01:30:00	1.05191	1.05226	1.05189	1.05221	383	0	0
2022.06.29	01:45:00	1.05221	1.05265	1.05219	1.05264	237	0	0
2022.06.29	02:00:00	1.05264	1.05270	1.05241	1.05261	442	0	0
2022.06.29	02:15:00	1.05260	1.05264	1.05216	1.05220	401	0	0
2022.06.29	02:30:00	1.05221	1.05241	1.05206	1.05240	340	0	0
2022.06.29	02:45:00	1.05240	1.05240	1.05217	1.05221	336	0	0
2022.06.29	03:00:00	1.05221	1.05286	1.05207	1.05277	778	0	0
2022.06.29	03:15:00	1.05277	1.05312	1.05266	1.05299	600	0	0
2022.06.29	03:30:00	1.05298	1.05304	1.05211	1.05214	636	0	0
2022.06.29	03:45:00	1.05216	1.05243	1.05189	1.05212	767	0	0
2022.06.29	04:00:00	1.05212	1.05269	1.05171	1.05257	815	0	0
2022.06.29	04:15:00	1.05257	1.05279	1.05245	1.05272	590	0	0
2022.06.29	04:30:00	1.05272	1.05327	1.05243	1.05298	893	0	0
2022.06.29	04:45:00	1.05297	1.05322	1.05282	1.05294	774	0	0
2022.06.29	05:00:00	1.05294	1.05352	1.05291	1.05315	881	0	0
2022.06.29	05:15:00	1.05315	1.05329	1.05288	1.05329	490	0	0
2022.06.29	05:30:00	1.05329	1.05355	1.05300	1.05304	668	0	0
2022.06.29	05:45:00	1.05304	1.05311	1.05276	1.05284	579	0	0
2022.06.29	06:00:00	1.05284	1.05300	1.05244	1.05246	593	0	0
2022.06.29	06:15:00	1.05246	1.05284	1.05244	1.05274	467	0	0
2022.06.29	06:30:00	1.05274	1.05304	1.05262	1.05297	395	0	0
2022.06.29	06:45:00	1.05297	1.05310	1.05287	1.05299	288	0	0
2022.06.29	07:00:00	1.05301	1.05324	1.05284	1.05293	368	0	0
2022.06.29	07:15:00	1.05293	1.05319	1.05274	1.05283	406	0	0
2022.06.29	07:30:00	1.05284	1.05284	1.05052	1.05122	1401	0	0
2022.06.29	07:45:00	1.05123	1.05143	1.05010	1.05043	1154	0	0
2022.06.29	08:00:00	1.05044	1.05119	1.05041	1.05105	905	0	0
2022.06.29	08:15:00	1.05104	1.05150	1.05092	1.05121	780	0	0
2022.06.29	08:30:00	1.05120	1.05145	1.05048	1.05090	846	0	0
2022.06.29	08:45:00	1.05090	1.05100	1.05020	1.05025	886	0	0
2022.06.29	09:00:00	1.05026	1.05047	1.04923	1.04923	1337	0	0
2022.06.29	09:15:00	1.04923	1.04977	1.04896	1.04944	1245	0	0
2022.06.29	09:30:00	1.04944	1.04949	1.04878	1.04929	1366	0	0
2022.06.29	09:45:00	1.04928	1.04936	1.04859	1.04893	1088	0	0
2022.06.29	10:00:00	1.04895	1.05183	1.04895	1.05059	2120	0	0
2022.06.29	10:15:00	1.05058	1.05098	1.04981	1.04984	1482	0	0
2022.06.29	10:30:00	1.04984	1.05086	1.04931	1.05070	1486	0	0
2022.06.29	10:45:00	1.05071	1.05205	1.05064	1.05169	1650	0	0
2022.06.29	11:00:00	1.05168	1.05189	1.05069	1.05137	1712	0	0
2022.06.29	11:15:00	1.05137	1.05185	1.05112	1.05150	1301	0	0
2022.06.29	11:30:00	1.05149	1.05153	1.05076	1.05094	1273	0	0
2022.06.29	11:45:00	1.05093	1.05111	1.05031	1.05104	1093	0	0
2022.06.29	12:00:00	1.05106	1.05285	1.05106	1.05246	1426	0	0
2022.06.29	12:15:00	1.05245	1.05250	1.05124	1.05136	1346	0	0
2022.06.29	12:30:00	1.05137	1.05232	1.05122	1.05198	1320	0	0
2022.06.29	12:45:00	1.05198	1.05217	1.05085	1.05096	1354	0	0
2022.06.29	13:00:00	1.05097	1.05192	1.05048	1.05175	1307	0	0
2022.06.29	13:15:00	1.05176	1.05261	1.05172	1.05241	1328	0	0
2022.06.29	13:30:00	1.05242	1.05283	1.05191	1.05206	1078	0	0
2022.06.29	13:45:00	1.05206	1.05250	1.05156	1.05208	1110	0	0
2022.06.29	14:00:00	1.05210	1.05320	1.05206	1.05296	1156	0	0
2022.06.29	14:15:00	1.05296	1.05352	1.05263	1.05320	889	0	0
2022.06.29	14:30:00	1.05320	1.05336	1.05202	1.05202	978	0	0
2022.06.29	14:45:00	1.05201	1.05246	1.05117	1.05224	1454	0	0
2022.06.29	15:00:00	1.05223	1.05273	1.05167	1.05172	1578	0	0
2022.06.29	15:15:00	1.05178	1.05192	1.05052	1.05118	1368	0	0
2022.06.29	15:30:00	1.05119	1.05212	1.05064	1.05198	1699	0	0
2022.06.29	15:45:00	1.05198	1.05290	1.05179	1.05211	1248	0	0
2022.06.29	16:00:00	1.05212	1.05264	1.05173	1.05178	1542	0	0
2022.06.29	16:15:00	1.05178	1.05186	1.04909	1.04934	1753	0	0
2022.06.29	16:30:00	1.04933	1.04972	1.04813	1.04820	2131	0	0
2022.06.29	16:45:00	1.04817	1.04860	1.04741	1.04813	2120	0	0
2022.06.29	17:00:00	1.04810	1.04922	1.04767	1.04912	1822	0	0
2022.06.29	17:15:00	1.04909	1.04917	1.04750	1.04767	1729	0	0
2022.06.29	17:30:00	1.04768	1.04811	1.04672	1.04767	1773	0	0
2022.06.29	17:45:00	1.04772	1.04832	1.04742	1.04776	1883	0	0
2022.06.29	18:00:00	1.04776	1.04792	1.04714	1.04780	1486	0	0
2022.06.29	18:15:00	1.04779	1.04787	1.04664	1.04700	1222	0	0
2022.06.29	18:30:00	1.04702	1.04736	1.04672	1.04688	1099	0	0
2022.06.29	18:45:00	1.04687	1.04773	1.04671	1.04769	1090	0	0
2022.06.29	19:00:00	1.04769	1.04772	1.04702	1.04704	1038	0	0
2022.06.29	19:15:00	1.04704	1.04729	1.04622	1.04622	1034	0	0
2022.06.29	19:30:00	1.04621	1.04622	1.04510	1.04520	1006	0	0
2022.06.29	19:45:00	1.04520	1.04534	1.04444	1.04457	968	0	0
2022.06.29	20:00:00	1.04457	1.04538	1.04446	1.04519	932	0	0
2022.06.29	20:15:00	1.04518	1.04521	1.04478	1.04516	778	0	0
2022.06.29	20:30:00	1.04516	1.04516	1.04443	1.04470	663	0	0
2022.06.29	20:45:00	1.04469	1.04505	1.04464	1.04490	488	0	0
2022.06.29	21:00:00	1.04489	1.04538	1.04458	1.04470	655	0	0
2022.06.29	21:15:00	1.04470	1.04481	1.04450	1.04460	435	0	0
2022.06.29	21:30:00	1.04460	1.04464	1.04414	1.04439	553	0	0
2022.06.29	21:45:00	1.04438	1.04468	1.04410	1.04414	609	0	0
2022.06.29	22:00:00	1.04413	1.04415	1.04352	1.04400	594	0	0
2022.06.29	22:15:00	1.04400	1.04437	1.04388	1.04437	546	0	0
2022.06.29	22:30:00	1.04436	1.04449	1.04416	1.04429	476	0	0
2022.06.29	22:45:00	1.04429	1.04435	1.04396	1.04410	468	0	0
2022.06.29	23:00:00	1.04409	1.04438	1.04396	1.04404	377	0	0
2022.06.29	23:15:00	1.04404	1.04426	1.04404	1.04424	239	0	0
2022.06.29	23:30:00	1.04424	1.04430	1.04411	1.04421	140	0	0
2022.06.29	23:45:00	1.04421	1.04426	1.04411	1.04413	243	0	0
2022.06.30	00:00:00	1.04403	1.04421	1.04400	1.04417	63	0	17
2022.06.30	00:15:00	1.04417	1.04438	1.04389	1.04399	56	0	17
2022.06.30	00:30:00	1.04399	1.04415	1.04391	1.04393	51	0	13
2022.06.30	00:45:00	1.04408	1.04422	1.04402	1.04414	70	0	4
2022.06.30	01:00:00	1.04405	1.04435	1.04378	1.04380	604	0	0
2022.06.30	01:15:00	1.04380	1.04439	1.04371	1.04432	564	0	0
2022.06.30	01:30:00	1.04432	1.04455	1.04431	1.04450	360	0	0
2022.06.30	01:45:00	1.04449	1.04457	1.04439	1.04442	284	0	0
2022.06.30	02:00:00	1.04442	1.04445	1.04409	1.04434	519	0	0
2022.06.30	02:15:00	1.04434	1.04445	1.04420	1.04420	546	0	0
2022.06.30	02:30:00	1.04420	1.04467	1.04414	1.04460	532	0	0
2022.06.30	02:45:00	1.04460	1.04466	1.04447	1.04458	322	0	0
2022.06.30	03:00:00	1.04459	1.04464	1.04380	1.04412	918	0	0
2022.06.30	03:15:00	1.04412	1.04422	1.04379	1.04410	660	0	0
2022.06.30	03:30:00	1.04411	1.04456	1.04411	1.04450	442	0	0
2022.06.30	03:45:00	1.04450	1.04472	1.04413	1.04421	619	0	0
2022.06.30	04:00:00	1.04421	1.04426	1.04331	1.04340	829	0	0
2022.06.30	04:15:00	1.04340	1.04432	1.04329	1.04429	813	0	0
2022.06.30	04:30:00	1.04429	1.04450	1.04402	1.04430	1014	0	0
2022.06.30	04:45:00	1.04431	1.04443	1.04371	1.04373	868	0	0
2022.06.30	05:00:00	1.04374	1.04473	1.04374	1.04468	649	0	0
2022.06.30	05:15:00	1.04468	1.04558	1.04462	1.04558	544	0	0
2022.06.30	05:30:00	1.04558	1.04568	1.04520	1.04532	777	0	0
2022.06.30	05:45:00	1.04532	1.04543	1.04500	1.04523	549	0	0
2022.06.30	06:00:00	1.04523	1.04542	1.04488	1.04526	487	0	0
2022.06.30	06:15:00	1.04526	1.04561	1.04526	1.04555	391	0	0
2022.06.30	06:30:00	1.04555	1.04558	1.04528	1.04531	519	0	0
2022.06.30	06:45:00	1.04530	1.04535	1.04510	1.04519	756	0	0
2022.06.30	07:00:00	1.04520	1.04523	1.04500	1.04504	393	0	0
2022.06.30	07:15:00	1.04505	1.04540	1.04499	1.04536	275	0	0
2022.06.30	07:30:00	1.04536	1.04553	1.04526	1.04535	337	0	0
2022.06.30	07:45:00	1.04536	1.04574	1.04532	1.04534	300	0	0
2022.06.30	08:00:00	1.04533	1.04580	1.04526	1.04579	451	0	0
2022.06.30	08:15:00	1.04579	1.04580	1.04504	1.04540	719	0	0
2022.06.30	08:30:00	1.04541	1.04548	1.04474	1.04487	906	0	0
2022.06.30	08:45:00	1.04487	1.04567	1.04482	1.04559	716	0	0
2022.06.30	09:00:00	1.04558	1.04620	1.04540	1.04610	1146	0	0
2022.06.30	09:15:00	1.04611	1.04660	1.04592	1.04636	989	0	0
2022.06.30	09:30:00	1.04638	1.04688	1.04610	1.04632	1259	0	0
2022.06.30	09:45:00	1.04633	1.04660	1.04385	1.04406	1846	0	0
2022.06.30	10:00:00	1.04407	1.04453	1.04339	1.04358	2117	0	0
2022.06.30	10:15:00	1.04358	1.04458	1.04299	1.04454	1715	0	0
2022.06.30	10:30:00	1.04454	1.04566	1.04452	1.04524	1611	0	0
2022.06.30	10:45:00	1.04524	1.04544	1.04365	1.04455	1484	0	0
2022.06.30	11:00:00	1.04455	1.04488	1.04399	1.04453	1536	0	0
2022.06.30	11:15:00	1.04452	1.04470	1.04339	1.04351	1259	0	0
2022.06.30	11:30:00	1.04352	1.04679	1.04339	1.04442	1888	0	0
2022.06.30	11:45:00	1.04441	1.04446	1.04370	1.04414	1360	0	0
2022.06.30	12:00:00	1.04413	1.04428	1.04324	1.04324	1161	0	0
2022.06.30	12:15:00	1.04322	1.04341	1.04255	1.04271	1223	0	0
2022.06.30	12:30:00	1.04268	1.04335	1.04256	1.04327	985	0	0
2022.06.30	12:45:00	1.04328	1.04332	1.04270	1.04295	1070	0	0
2022.06.30	13:00:00	1.04297	1.04308	1.04158	1.04186	1114	0	0
2022.06.30	13:15:00	1.04183	1.04212	1.04122	1.04127	982	0	0
2022.06.30	13:30:00	1.04126	1.04152	1.04107	1.04146	935	0	0
2022.06.30	13:45:00	1.04146	1.04174	1.04004	1.04005	1163	0	0
2022.06.30	14:00:00	1.04005	1.04045	1.03970	1.04041	1158	0	0
2022.06.30	14:15:00	1.04040	1.04081	1.03920	1.03925	1255	0	0
2022.06.30	14:30:00	1.03926	1.03931	1.03827	1.03896	1356	0	0
2022.06.30	14:45:00	1.03895	1.03950	1.03860	1.03936	1391	0	0
2022.06.30	15:00:00	1.03936	1.03962	1.03852	1.03869	1088	0	0
2022.06.30	15:15:00	1.03868	1.04067	1.03846	1.04041	1263	0	0
2022.06.30	15:30:00	1.04041	1.04146	1.03875	1.03943	2136	0	0
2022.06.30	15:45:00	1.03944	1.04028	1.03866	1.03979	1510	0	0
2022.06.30	16:00:00	1.03979	1.04107	1.03977	1.04104	1605	0	0
2022.06.30	16:15:00	1.04104	1.04178	1.04057	1.04160	1480	0	0
2022.06.30	16:30:00	1.04161	1.04242	1.04112	1.04123	1680	0	0
2022.06.30	16:45:00	1.04124	1.04175	1.04092	1.04160	1601	0	0
2022.06.30	17:00:00	1.04168	1.04319	1.04125	1.04282	1630	0	0
2022.06.30	17:15:00	1.04284	1.04322	1.04214	1.04229	1427	0	0
2022.06.30	17:30:00	1.04228	1.04328	1.04190	1.04222	1508	0	0
2022.06.30	17:45:00	1.04221	1.04603	1.04206	1.04514	2394	0	0
2022.06.30	18:00:00	1.04516	1.04598	1.04427	1.04480	1922	0	0
2022.06.30	18:15:00	1.04479	1.04650	1.04464	1.04613	1582	0	0
2022.06.30	18:30:00	1.04611	1.04660	1.04537	1.04624	1254	0	0
2022.06.30	18:45:00	1.04624	1.04792	1.04614	1.04688	1429	0	0
2022.06.30	19:00:00	1.04688	1.04706	1.04616	1.04628	1002	0	0
2022.06.30	19:15:00	1.04628	1.04765	1.04628	1.04738	1154	0	0
2022.06.30	19:30:00	1.04738	1.04792	1.04694	1.04698	1010	0	0
2022.06.30	19:45:00	1.04701	1.04853	1.04701	1.04826	1054	0	0
2022.06.30	20:00:00	1.04827	1.04864	1.04768	1.04803	998	0	0
2022.06.30	20:15:00	1.04802	1.04885	1.04797	1.04852	762	0	0
2022.06.30	20:30:00	1.04853	1.04869	1.04801	1.04812	872	0	0
2022.06.30	20:45:00	1.04813	1.04853	1.04800	1.04802	787	0	0
2022.06.30	21:00:00	1.04802	1.04840	1.04782	1.04816	751	0	0
2022.06.30	21:15:00	1.04814	1.04840	1.04786	1.04801	827	0	0
2022.06.30	21:30:00	1.04802	1.04821	1.04779	1.04791	775	0	0
2022.06.30	21:45:00	1.04792	1.04820	1.04788	1.04805	672	0	0
2022.06.30	22:00:00	1.04805	1.04822	1.04736	1.04751	733	0	0
2022.06.30	22:15:00	1.04751	1.04751	1.04676	1.04747	771	0	0
2022.06.30	22:30:00	1.04747	1.04768	1.04737	1.04762	679	0	0
2022.06.30	22:45:00	1.04761	1.04792	1.04748	1.04792	984	0	0
2022.06.30	23:00:00	1.04792	1.04835	1.04787	1.04829	536	0	0
2022.06.30	23:15:00	1.04829	1.04849	1.04822	1.04843	322	0	0
2022.06.30	23:30:00	1.04842	1.04848	1.04814	1.04821	210	0	0
2022.06.30	23:45:00	1.04821	1.04839	1.04818	1.04835	216	0	0
2022.07.01	00:00:00	1.04839	1.04839	1.04770	1.04826	86	0	5
2022.07.01	00:15:00	1.04828	1.04850	1.04789	1.04847	167	0	10
2022.07.01	00:30:00	1.04847	1.04847	1.04795	1.04802	112	0	8
2022.07.01	00:45:00	1.04818	1.04822	1.04803	1.04805	284	0	4
2022.07.01	01:00:00	1.04810	1.04826	1.04741	1.04742	410	0	0
2022.07.01	01:15:00	1.04742	1.04778	1.04738	1.04769	330	0	0
2022.07.01	01:30:00	1.04769	1.04782	1.04753	1.04782	341	0	0
2022.07.01	01:45:00	1.04783	1.04794	1.04764	1.04770	173	0	0
2022.07.01	02:00:00	1.04770	1.04788	1.04761	1.04774	418	0	0
2022.07.01	02:15:00	1.04774	1.04787	1.04759	1.04774	427	0	0
2022.07.01	02:30:00	1.04774	1.04781	1.04747	1.04761	405	0	0
2022.07.01	02:45:00	1.04761	1.04794	1.04761	1.04783	481	0	0
2022.07.01	03:00:00	1.04783	1.04784	1.04696	1.04699	1040	0	0
2022.07.01	03:15:00	1.04700	1.04744	1.04700	1.04726	600	0	0
2022.07.01	03:30:00	1.04726	1.04737	1.04667	1.04683	800	0	0
2022.07.01	03:45:00	1.04683	1.04763	1.04683	1.04714	889	0	0
2022.07.01	04:00:00	1.04717	1.04738	1.04676	1.04690	910	0	0
2022.07.01	04:15:00	1.04691	1.04732	1.04684	1.04685	622	0	0
2022.07.01	04:30:00	1.04686	1.04705	1.04641	1.04678	984	0	0
2022.07.01	04:45:00	1.04678	1.04711	1.04674	1.04697	830	0	0
2022.07.01	05:00:00	1.04697	1.04726	1.04675	1.04704	603	0	0
2022.07.01	05:15:00	1.04705	1.04718	1.04689	1.04690	499	0	0
2022.07.01	05:30:00	1.04689	1.04695	1.04619	1.04645	956	0	0
2022.07.01	05:45:00	1.04644	1.04673	1.04631	1.04665	655	0	0
2022.07.01	06:00:00	1.04664	1.04675	1.04604	1.04623	632	0	0
2022.07.01	06:15:00	1.04624	1.04661	1.04608	1.04614	917	0	0
2022.07.01	06:30:00	1.04614	1.04629	1.04572	1.04572	694	0	0
2022.07.01	06:45:00	1.04571	1.04573	1.04500	1.04547	864	0	0
2022.07.01	07:00:00	1.04544	1.04563	1.04480	1.04480	827	0	0
2022.07.01	07:15:00	1.04480	1.04516	1.04473	1.04492	730	0	0
2022.07.01	07:30:00	1.04492	1.04554	1.04479	1.04542	648	0	0
2022.07.01	07:45:00	1.04542	1.04614	1.04538	1.04540	877	0	0
2022.07.01	08:00:00	1.04541	1.04601	1.04524	1.04594	721	0	0
2022.07.01	08:15:00	1.04594	1.04615	1.04551	1.04615	613	0	0
2022.07.01	08:30:00	1.04615	1.04642	1.04570	1.04638	717	0	0
2022.07.01	08:45:00	1.04638	1.04705	1.04630	1.04630	930	0	0
2022.07.01	09:00:00	1.04629	1.04701	1.04624	1.04633	1346	0	0
2022.07.01	09:15:00	1.04633	1.04638	1.04549	1.04564	1178	0	0
2022.07.01	09:30:00	1.04564	1.04568	1.04408	1.04497	1082	0	0
2022.07.01	09:45:00	1.04498	1.04644	1.04486	1.04612	1303	0	0
2022.07.01	10:00:00	1.04614	1.04636	1.04412	1.04413	1957	0	0
2022.07.01	10:15:00	1.04412	1.04461	1.04328	1.04449	1719	0	0
2022.07.01	10:30:00	1.04449	1.04568	1.04436	1.04565	1592	0	0
2022.07.01	10:45:00	1.04566	1.04584	1.04460	1.04463	1475	0	0
2022.07.01	11:00:00	1.04463	1.04535	1.04368	1.04525	1394	0	0
